customer_id,First Time,Recent Time,# of Orders,# of Orders in last 7 days,# of Orders in last 4 weeks,Amount,Amount in last 7 days,Amount in last 4 weeks,Avg_DistanceFromResturant,Avg_DeliveryTime
566061,9/5/15 20:38,9/9/15 4:21,1,,NA,516,0,0,2.9,46
697348,9/8/15 4:21,9/12/15 5:57,1,,NA,785,0,0,3.3,57
1086171,12/28/15 13:57,12/31/15 12:57,1,1,1,310,310,310,0.8,44
591660,8/16/15 23:41,8/17/15 8:54,1,,NA,39,0,0,1.2,55
641611,9/13/15 4:17,9/16/15 17:17,1,,NA,339,0,0,1.8,59
1137442,11/9/15 9:59,11/12/15 2:13,1,,NA,598,0,0,3.3,53
922361,11/19/15 21:44,11/21/15 20:47,1,,1,185,0,185,2.4,20
1272332,9/2/15 6:49,9/3/15 11:11,1,,NA,200,0,0,2.2,33
522526,8/1/15 19:09,8/4/15 0:18,1,,NA,901,0,0,2.1,57
918992,11/10/15 16:40,11/12/15 19:12,1,,NA,503,0,0,2.2,24
872915,10/15/15 18:17,10/18/15 10:55,1,,NA,416,0,0,1.8,51
645280,9/14/15 11:40,9/17/15 3:39,1,,NA,8,0,0,2.3,44
746859,9/18/15 7:25,9/19/15 7:42,1,,NA,5,0,0,2,56
298590,10/19/15 15:37,10/20/15 18:25,1,,NA,452,0,0,2.8,27
1029144,12/3/15 12:08,12/4/15 10:12,1,,1,724,0,724,2.4,30
713790,9/17/15 8:52,9/21/15 16:00,1,,NA,562,0,0,3.4,33
445838,8/30/15 13:03,8/30/15 22:11,1,,NA,294,0,0,3.8,22
621134,8/19/15 19:35,8/22/15 22:03,1,,NA,655,0,0,3.3,45
665766,9/20/15 18:06,9/21/15 4:48,1,,NA,264,0,0,1.3,50
441413,8/9/15 8:15,8/14/15 4:06,1,,NA,1334,0,0,1,32
612163,8/26/15 21:26,8/30/15 3:17,1,,NA,172,0,0,2.9,30
1048978,11/10/15 20:07,11/13/15 16:30,1,,1,227,0,227,1.6,50
501875,7/20/15 20:44,7/22/15 16:28,1,,NA,207,0,0,1,33
803096,9/20/15 22:04,9/23/15 8:16,1,,NA,91,0,0,1.6,37
1021290,12/1/15 4:07,12/5/15 9:25,1,,1,220,0,220,2.4,30
1306460,12/16/15 21:14,12/17/15 16:02,1,,1,110,0,110,3.3,27
840872,10/16/15 3:02,10/21/15 2:17,1,,NA,1232,0,0,1.6,38
527010,7/26/15 4:00,7/30/15 20:43,1,,NA,328,0,0,2.3,24
133860,10/23/15 7:27,10/24/15 15:01,1,,NA,135,0,0,1.7,28
1024409,11/11/15 1:57,11/12/15 22:05,1,,1,327,0,327,2.5,50
387607,7/25/15 20:20,7/26/15 23:22,1,,NA,52,0,0,3.7,23
727398,9/20/15 20:45,9/22/15 11:26,1,,NA,384,0,0,1.6,42
758730,9/19/15 16:46,9/20/15 10:35,1,,NA,648,0,0,4.2,32
492537,7/18/15 6:27,7/19/15 9:50,1,,NA,134,0,0,2.8,47
892447,10/25/15 23:09,10/28/15 0:40,1,,NA,310,0,0,3.8,25
329194,7/20/15 18:35,7/23/15 0:49,1,,NA,122,0,0,2.6,36
753154,9/7/15 23:01,9/9/15 5:40,1,,NA,181,0,0,0.5,29
655764,8/21/15 14:46,8/26/15 8:24,1,,NA,548,0,0,1.7,26
1126368,12/12/15 9:38,12/16/15 9:29,1,1,1,321,321,321,1.3,31
779389,10/16/15 23:09,10/21/15 17:13,1,,NA,124,0,0,2.3,46
819889,10/21/15 8:28,10/23/15 18:55,1,,NA,196,0,0,2.2,43
864418,11/8/15 10:18,11/11/15 6:47,1,,NA,276,0,0,3.9,47
906382,11/3/15 2:24,11/4/15 9:17,1,,NA,467,0,0,2.4,50
686452,9/16/15 2:08,9/20/15 16:10,1,,NA,10,0,0,4.6,68
213378,9/24/15 16:02,9/28/15 11:57,1,,NA,717,0,0,-0.7,45
385299,7/24/15 1:49,7/27/15 3:42,1,,NA,1366,0,0,3.7,42
978399,11/23/15 9:13,11/27/15 6:59,1,,NA,40,0,0,1.8,26
1061563,11/30/15 20:50,12/1/15 6:05,1,,1,386,0,386,1.5,69
1073577,12/13/15 21:42,12/17/15 5:34,1,,1,120,0,120,4.3,70
342031,6/9/15 0:11,6/12/15 20:05,1,,NA,411,0,0,3.6,35
86217,10/7/15 0:52,10/7/15 22:19,1,,NA,81,0,0,1.6,22
1077591,12/13/15 3:51,12/15/15 9:14,1,1,1,23,23,23,1.7,38
230029,10/15/15 0:07,10/17/15 23:26,1,,NA,383,0,0,0.4,41
1174317,6/19/15 17:25,6/21/15 2:49,1,,NA,221,0,0,3.6,44
970320,11/12/15 20:34,11/13/15 7:05,1,,NA,70,0,0,4.5,32
1244884,8/2/15 0:33,8/3/15 18:41,1,,NA,259,0,0,5.1,22
1224830,8/29/15 6:52,8/30/15 17:44,1,,NA,560,0,0,3.3,44
10214,7/26/15 0:41,7/26/15 16:10,1,,NA,43,0,0,4,56
1048965,12/16/15 10:27,12/18/15 11:49,1,,1,161,0,161,1.7,50
599898,8/5/15 7:33,8/8/15 2:02,1,,NA,168,0,0,1.9,24
288211,10/25/15 11:57,10/26/15 17:27,1,,NA,756,0,0,-0.4,16
418598,7/19/15 21:45,7/23/15 5:19,1,,NA,289,0,0,3.4,51
301528,7/15/15 5:15,7/20/15 1:45,1,,NA,645,0,0,3.2,28
764371,9/25/15 0:04,9/28/15 12:21,1,,NA,238,0,0,2.5,52
567871,8/27/15 8:10,8/31/15 11:52,1,,NA,376,0,0,2.3,21
937226,11/4/15 9:09,11/7/15 6:14,1,,NA,22,0,0,1.5,59
600912,9/3/15 2:04,9/6/15 23:36,1,,NA,799,0,0,3.2,49
998373,12/5/15 11:53,12/6/15 6:18,1,,1,361,0,361,2,19
984389,12/10/15 6:25,12/10/15 8:48,1,,1,371,0,371,3.3,30
359978,6/25/15 0:32,6/25/15 21:07,1,,NA,188,0,0,3.3,55
942091,11/12/15 6:22,11/15/15 17:55,1,,NA,96,0,0,1.2,61
628633,10/4/15 2:32,10/5/15 7:48,1,,NA,1166,0,0,2.5,17
138886,10/24/15 22:25,10/25/15 19:28,1,,NA,538,0,0,2.4,43
877966,10/23/15 15:21,10/27/15 5:13,1,,NA,327,0,0,2.7,29
734377,9/26/15 14:03,9/27/15 20:34,1,,NA,252,0,0,2.1,28
1128811,12/11/15 10:17,12/13/15 15:36,1,1,1,77,77,77,4.1,34
1065876,11/6/15 9:36,11/9/15 20:30,1,,1,481,0,481,3.6,51
848108,10/11/15 7:05,10/12/15 11:56,1,,NA,436,0,0,1,16
701182,10/18/15 13:24,10/22/15 11:12,1,,NA,864,0,0,3.1,33
771730,9/17/15 5:01,9/21/15 14:02,1,,NA,445,0,0,1,40
885842,10/17/15 6:03,10/18/15 5:49,1,,NA,814,0,0,3.7,18
1089307,12/12/15 2:28,12/13/15 18:51,1,1,1,139,139,139,0.4,17
765197,12/13/15 22:12,12/16/15 20:06,1,,1,130,0,130,1.6,26
1110027,9/14/15 21:58,9/18/15 4:03,1,,NA,104,0,0,0.9,22
1004638,11/21/15 10:31,11/22/15 22:48,1,,NA,292,0,0,1.2,19
953286,11/17/15 6:19,11/17/15 9:13,1,,NA,2705,0,0,3.1,75
732992,9/22/15 14:56,9/25/15 18:57,1,,NA,2000,0,0,3.7,83
950912,10/31/15 22:32,11/1/15 9:41,1,,NA,473,0,0,2.1,19
412948,6/30/15 23:41,7/2/15 4:33,1,,NA,472,0,0,3.2,24
448258,7/16/15 5:31,7/16/15 6:03,1,,NA,206,0,0,3.3,15
1216068,11/20/15 14:21,11/22/15 5:30,1,,NA,357,0,0,3.5,16
350539,7/4/15 1:17,7/5/15 4:13,1,,NA,3,0,0,3.1,56
664595,9/10/15 23:38,9/13/15 11:26,1,,NA,236,0,0,1.3,24
532120,8/25/15 18:07,8/30/15 13:48,1,,NA,416,0,0,2.3,35
144040,9/24/15 23:35,9/29/15 0:51,1,,NA,51,0,0,-0.1,20
732289,10/11/15 8:21,10/14/15 20:34,1,,NA,183,0,0,0,28
603668,8/21/15 19:45,8/26/15 7:14,1,,NA,730,0,0,3.5,49
640601,8/21/15 0:30,8/24/15 23:12,1,,NA,211,0,0,2.8,22
1083111,11/15/15 5:19,11/17/15 19:19,1,1,1,203,203,203,2.3,46
980720,11/19/15 8:01,11/20/15 23:22,1,,NA,109,0,0,0.5,44
758437,10/6/15 9:54,10/8/15 3:55,1,,NA,164,0,0,3.7,33
634467,9/28/15 19:15,9/30/15 20:18,1,,NA,637,0,0,3.6,53
563040,8/12/15 10:38,8/14/15 1:02,1,,NA,130,0,0,3.5,26
920776,11/20/15 14:51,11/23/15 5:28,1,,NA,7,0,0,0.6,23
876191,10/23/15 9:28,10/25/15 8:30,1,,NA,982,0,0,2,39
1035189,12/15/15 2:16,12/16/15 15:24,1,,1,1036,0,1036,2.7,38
1077855,12/9/15 22:06,12/12/15 11:58,1,1,1,197,197,197,3.5,19
584874,9/6/15 20:52,9/7/15 5:29,1,,NA,212,0,0,2.9,44
56545,10/24/15 10:03,10/24/15 13:35,1,,NA,268,0,0,3.2,24
932168,11/2/15 12:50,11/3/15 22:36,1,,NA,177,0,0,3.3,23
590481,9/12/15 11:06,9/16/15 17:12,1,,NA,398,0,0,0.5,25
642396,8/16/15 8:16,8/17/15 16:47,1,,NA,222,0,0,2.7,60
1106323,12/23/15 16:57,12/26/15 10:11,1,1,1,59,59,59,1.8,42
1050442,11/18/15 6:09,11/18/15 10:16,1,,1,210,0,210,1.8,45
898934,10/4/15 10:09,10/9/15 8:23,1,,NA,40,0,0,2,49
109922,8/9/15 14:42,8/13/15 23:11,1,,NA,39,0,0,2.4,55
775804,10/8/15 11:44,10/10/15 20:45,1,,NA,222,0,0,2.2,39
473478,9/1/15 3:10,9/2/15 14:14,1,,NA,9,0,0,2.6,15
915398,11/5/15 20:43,11/9/15 2:37,1,,NA,1118,0,0,0.1,46
693646,9/21/15 6:18,9/25/15 1:13,1,,NA,280,0,0,2.2,32
1062349,11/16/15 6:05,11/19/15 16:53,1,,1,922,0,922,2.2,24
832604,10/21/15 22:21,10/24/15 4:09,1,,NA,91,0,0,2.1,48
968055,11/26/15 2:53,11/30/15 15:31,1,,NA,1159,0,0,4.8,16
790215,10/6/15 21:20,10/8/15 5:01,1,,NA,39,0,0,-0.1,24
475980,8/8/15 15:00,8/9/15 5:40,1,,NA,159,0,0,1.5,18
1315734,9/22/15 22:28,9/23/15 4:39,1,,NA,1320,0,0,2.8,52
1063314,11/28/15 21:36,11/29/15 10:06,1,,1,1,0,1,3.2,49
301783,9/18/15 9:58,9/22/15 19:59,1,,NA,565,0,0,0.5,15
173035,11/15/15 15:24,11/18/15 5:08,1,1,1,2598,2598,2598,0.2,50
922694,10/14/15 13:22,10/14/15 15:14,1,,NA,86,0,0,2.8,22
81282,8/9/15 22:45,8/13/15 22:13,1,,NA,123,0,0,4.3,53
889222,11/9/15 22:48,11/12/15 6:15,1,,NA,661,0,0,3.3,42
840393,10/13/15 20:10,10/16/15 13:06,1,,NA,252,0,0,4,40
503986,8/8/15 17:22,8/11/15 2:50,1,,NA,315,0,0,2.4,35
179564,10/15/15 2:50,10/16/15 17:15,1,,NA,1067,0,0,3.1,17
369560,7/29/15 7:30,8/1/15 12:05,1,,NA,102,0,0,1.8,41
637525,9/6/15 17:02,9/8/15 17:37,1,,NA,463,0,0,2.9,49
955626,10/21/15 14:52,10/23/15 20:50,1,,NA,480,0,0,2.4,28
766698,11/21/15 14:17,11/26/15 6:07,1,,1,307,0,307,3.7,28
396414,7/12/15 18:03,7/14/15 5:40,1,,NA,687,0,0,1.5,37
602469,8/25/15 14:58,8/30/15 3:51,1,,NA,261,0,0,3,48
561672,11/24/15 13:13,11/25/15 19:53,1,1,1,138,138,138,1.5,57
1071244,11/27/15 11:06,11/28/15 12:40,1,1,1,347,347,347,4.3,39
708593,9/18/15 14:21,9/19/15 4:42,1,,NA,490,0,0,0.7,51
1223518,11/10/15 18:07,11/14/15 23:05,1,,1,375,0,375,3.7,62
393529,10/22/15 18:02,10/23/15 13:57,1,,NA,600,0,0,1.2,19
440668,9/16/15 7:44,9/18/15 18:34,1,,NA,283,0,0,3.5,26
19067,9/12/15 6:02,9/16/15 15:30,1,,NA,507,0,0,0.5,21
887164,10/21/15 10:59,10/26/15 3:53,1,,NA,146,0,0,2.1,51
464155,7/29/15 12:26,8/1/15 10:13,1,,NA,414,0,0,1.9,55
765075,9/23/15 1:14,9/27/15 21:52,1,,NA,105,0,0,3.7,17
1141727,11/13/15 11:22,11/16/15 15:56,1,,NA,471,0,0,3.2,42
1329255,8/25/15 21:03,8/30/15 16:56,1,,NA,29,0,0,1.4,38
970411,11/27/15 8:29,11/30/15 12:28,1,,NA,628,0,0,1.4,27
682719,9/18/15 5:15,9/18/15 22:14,1,,NA,238,0,0,1.8,46
513593,7/28/15 3:19,7/28/15 13:23,1,,NA,525,0,0,1,31
437977,8/23/15 2:39,8/25/15 5:03,1,,NA,165,0,0,4.6,43
428054,8/4/15 22:34,8/9/15 19:55,1,,NA,155,0,0,3.5,32
1064159,12/3/15 7:03,12/8/15 0:31,1,,1,325,0,325,1.9,50
307633,7/22/15 8:53,7/25/15 9:16,1,,NA,54,0,0,1.5,40
451858,7/4/15 1:26,7/5/15 21:56,1,,NA,604,0,0,4,26
228467,8/1/15 10:52,8/6/15 0:13,1,,NA,70,0,0,2.2,56
950614,11/16/15 17:05,11/21/15 6:53,1,,NA,336,0,0,0.8,17
928184,10/27/15 17:21,10/27/15 19:26,1,,NA,112,0,0,2.9,26
1054883,12/7/15 10:42,12/11/15 20:48,1,1,1,508,508,508,2.5,31
526659,7/31/15 20:20,8/4/15 0:18,1,,NA,286,0,0,2.3,59
652077,9/18/15 14:32,9/23/15 14:21,1,,NA,412,0,0,2.6,43
1293742,10/19/15 10:33,10/20/15 5:57,1,,NA,103,0,0,3.1,51
1014715,11/20/15 5:37,11/25/15 1:43,1,,1,294,0,294,2.5,49
1121084,11/29/15 15:14,11/29/15 15:56,1,,1,862,0,862,3.2,27
1071062,12/22/15 13:24,12/25/15 16:04,1,1,1,273,273,273,0.1,43
1211717,11/23/15 6:47,11/23/15 10:03,1,,NA,20,0,0,3.3,43
104643,8/12/15 17:27,8/13/15 18:53,1,,NA,138,0,0,0.4,18
712932,9/23/15 3:50,9/27/15 5:40,1,,NA,702,0,0,2.9,60
970176,11/1/15 1:01,11/3/15 16:50,1,,NA,535,0,0,2.1,40
415498,7/22/15 10:27,7/22/15 23:37,1,,NA,33,0,0,2.1,49
1170934,7/3/15 13:18,7/5/15 21:20,1,,NA,155,0,0,1.9,19
966659,11/4/15 2:12,11/8/15 23:18,1,,NA,286,0,0,1.7,43
548614,8/13/15 9:54,8/16/15 2:34,1,,NA,391,0,0,1.8,45
1024639,11/15/15 12:25,11/20/15 11:04,1,,1,320,0,320,1.5,49
589518,7/27/15 14:42,7/31/15 17:46,1,,NA,123,0,0,3.5,34
923324,11/20/15 3:47,11/23/15 2:58,1,,NA,257,0,0,4,27
1011341,11/28/15 0:57,11/30/15 7:41,1,,1,748,0,748,4.2,63
385747,7/14/15 12:11,7/18/15 3:53,1,,NA,28,0,0,2.5,18
1106055,11/29/15 12:12,12/2/15 10:33,1,1,1,371,371,371,2.4,36
868396,10/26/15 5:32,10/27/15 16:11,1,,NA,371,0,0,1.9,29
896906,10/16/15 8:49,10/17/15 2:20,1,,NA,495,0,0,2,37
145189,12/1/15 18:33,12/2/15 2:39,1,,1,539,0,539,1.2,36
81079,8/19/15 7:16,8/22/15 19:03,1,,NA,275,0,0,1.7,45
717907,9/5/15 23:23,9/10/15 3:33,1,,NA,112,0,0,3.8,37
266033,9/7/15 0:31,9/11/15 6:28,1,,NA,184,0,0,3.9,54
936788,11/23/15 16:00,11/26/15 11:28,1,,NA,28,0,0,1.3,20
1127664,11/24/15 12:14,11/25/15 7:05,1,1,1,12,12,12,2,46
927481,10/28/15 10:55,10/29/15 1:37,1,,NA,214,0,0,0.6,47
1047541,11/16/15 18:49,11/19/15 6:20,1,,1,225,0,225,4.1,35
1233653,8/31/15 5:21,8/31/15 7:16,1,,NA,443,0,0,1.2,33
359870,7/3/15 17:08,7/5/15 4:46,1,,NA,39,0,0,1.4,45
491515,7/20/15 16:39,7/22/15 9:53,1,,NA,451,0,0,1.9,61
1038138,12/4/15 2:20,12/5/15 19:32,1,,1,649,0,649,3.1,45
1040891,12/12/15 0:01,12/13/15 23:22,1,,1,499,0,499,0.3,36
203610,7/21/15 1:01,7/22/15 14:00,1,,NA,88,0,0,1.6,22
1075372,11/26/15 4:54,11/29/15 16:07,1,,1,43,0,43,2.6,43
623453,9/7/15 16:40,9/10/15 13:04,1,,NA,374,0,0,3.8,44
913100,10/21/15 16:43,10/22/15 20:50,1,,NA,653,0,0,2,44
358717,7/16/15 15:48,7/20/15 10:16,1,,NA,560,0,0,3.3,33
382318,6/29/15 19:05,7/2/15 2:08,1,,NA,353,0,0,2.2,41
544217,7/25/15 16:46,7/28/15 15:24,1,,NA,194,0,0,1.9,18
483287,8/1/15 2:13,8/3/15 17:15,1,,NA,776,0,0,0.4,27
953981,10/30/15 3:47,11/1/15 20:02,1,,NA,429,0,0,1.1,28
1269020,8/2/15 14:30,8/3/15 13:34,1,,NA,63,0,0,1.7,32
1020586,12/5/15 23:25,12/10/15 8:40,1,,1,208,0,208,3,55
473094,8/17/15 3:57,8/19/15 16:19,1,,NA,970,0,0,2.5,54
563003,7/30/15 5:47,8/2/15 7:30,1,,NA,628,0,0,1.4,30
988978,11/11/15 13:22,11/15/15 15:59,1,,1,346,0,346,3.5,65
447691,7/18/15 23:10,7/23/15 19:56,1,,NA,252,0,0,1.7,51
302197,7/18/15 7:31,7/18/15 16:40,1,,NA,44,0,0,4.2,21
494483,8/14/15 9:56,8/19/15 5:34,1,,NA,332,0,0,2.2,50
1047586,12/3/15 15:39,12/8/15 2:08,1,,1,349,0,349,1.2,48
1035186,11/22/15 5:11,11/27/15 3:03,1,,1,112,0,112,1.6,27
1133872,7/25/15 15:42,7/29/15 3:22,1,,NA,170,0,0,0.1,16
491146,8/5/15 2:11,8/8/15 8:26,1,,NA,562,0,0,2.8,32
867580,12/18/15 5:11,12/21/15 2:55,1,1,1,563,563,563,2.3,52
413907,6/29/15 13:22,7/3/15 14:41,1,,NA,510,0,0,0.8,50
1046888,11/15/15 15:58,11/19/15 2:28,1,,1,126,0,126,3.5,35
759607,9/30/15 19:25,10/1/15 4:44,1,,NA,1012,0,0,1.6,23
208571,10/30/15 16:41,11/4/15 2:41,1,,NA,227,0,0,0.7,22
697436,10/6/15 1:29,10/8/15 16:17,1,,NA,458,0,0,2,46
1053445,12/4/15 14:33,12/7/15 4:09,1,,1,298,0,298,0.3,22
837916,10/23/15 3:53,10/25/15 18:17,1,,NA,1923,0,0,2.5,37
1203363,9/7/15 3:37,9/11/15 17:31,1,,NA,62,0,0,3,26
1002889,11/23/15 8:25,11/23/15 15:46,1,,1,459,0,459,2.1,39
674686,9/10/15 21:45,9/15/15 13:16,1,,NA,1415,0,0,1.6,26
1082563,12/29/15 20:36,12/31/15 0:42,1,1,1,278,278,278,1.7,25
257466,11/9/15 14:13,11/10/15 2:07,1,,1,39,0,39,3.4,27
1039153,11/22/15 6:14,11/23/15 2:13,1,,1,439,0,439,2.9,55
436835,7/7/15 0:10,7/9/15 20:12,1,,NA,468,0,0,2.4,26
549897,9/10/15 22:38,9/12/15 12:52,1,,NA,3,0,0,3.8,42
669031,9/2/15 21:56,9/3/15 2:41,1,,NA,29,0,0,2.2,46
933280,10/19/15 3:39,10/19/15 4:32,1,,NA,163,0,0,1.5,57
365539,7/13/15 8:16,7/16/15 4:35,1,,NA,2699,0,0,5.6,42
877374,11/6/15 10:25,11/7/15 7:11,1,,NA,166,0,0,2.4,46
190071,10/18/15 0:36,10/21/15 5:19,1,,NA,689,0,0,2,21
620397,12/4/15 9:45,12/9/15 0:00,1,,1,403,0,403,0.8,32
1122224,12/28/15 23:12,1/1/16 15:00,1,1,1,318,318,318,3,47
271734,9/17/15 16:24,9/18/15 3:24,1,,NA,154,0,0,1.7,15
602860,8/15/15 12:49,8/17/15 0:53,1,,NA,313,0,0,3.4,49
951158,11/5/15 9:37,11/6/15 13:12,1,,NA,292,0,0,4.8,65
1342750,6/21/15 6:29,6/25/15 10:01,1,,NA,141,0,0,3.4,44
937624,6/20/15 15:56,6/23/15 12:58,1,,NA,3029,0,0,1.4,52
31280,10/23/15 16:58,10/25/15 11:26,1,,NA,127,0,0,2.6,48
631903,9/11/15 12:13,9/14/15 1:23,1,,NA,504,0,0,4.5,33
115223,10/21/15 5:24,10/22/15 8:56,1,,NA,989,0,0,2.2,56
604467,8/31/15 19:35,9/2/15 13:13,1,,NA,269,0,0,0.5,17
569320,9/7/15 0:17,9/11/15 2:53,1,,NA,779,0,0,3.5,50
954496,11/5/15 4:50,11/9/15 7:38,1,,1,66,0,66,0.7,38
920260,10/28/15 12:33,11/2/15 9:32,1,,NA,150,0,0,3.4,19
1322973,10/3/15 12:07,10/7/15 4:48,1,,NA,284,0,0,3.3,21
940191,11/5/15 0:16,11/5/15 14:30,1,,NA,409,0,0,1.4,47
733307,9/10/15 22:06,9/13/15 9:10,1,,NA,204,0,0,3.5,31
984198,11/10/15 14:23,11/11/15 9:22,1,,1,133,0,133,0.7,31
136027,11/4/15 8:47,11/8/15 15:47,1,,NA,57,0,0,1.2,32
704284,9/22/15 12:02,9/25/15 8:39,1,,NA,285,0,0,2.6,55
891158,10/31/15 1:19,11/2/15 5:37,1,,NA,679,0,0,0.8,16
1351252,10/16/15 2:19,10/19/15 4:05,1,,NA,669,0,0,3.2,45
923252,11/15/15 13:26,11/18/15 8:04,1,,NA,307,0,0,0.5,44
505874,9/2/15 16:23,9/2/15 19:30,1,,NA,352,0,0,5.1,27
533721,8/25/15 21:03,8/30/15 20:13,1,,NA,389,0,0,2.2,18
122773,10/14/15 16:36,10/19/15 3:34,1,,NA,166,0,0,3.6,25
282071,12/12/15 2:38,12/16/15 19:35,1,,1,189,0,189,2.5,30
343757,7/6/15 15:39,7/7/15 2:07,1,,NA,390,0,0,3.4,68
758160,10/4/15 4:38,10/5/15 2:15,1,,NA,430,0,0,1.6,38
405885,8/10/15 17:41,8/14/15 11:49,1,,NA,507,0,0,5.4,65
78978,11/28/15 17:53,12/1/15 21:32,1,,1,571,0,571,2.2,34
701528,9/22/15 21:05,9/26/15 4:18,1,,NA,690,0,0,2.5,18
379344,7/1/15 15:41,7/5/15 7:01,1,,NA,81,0,0,1.9,35
888930,11/23/15 3:08,11/25/15 20:01,1,,NA,1396,0,0,3.2,57
242001,9/10/15 17:35,9/15/15 4:22,1,,NA,1086,0,0,3.6,24
1064575,11/23/15 21:43,11/25/15 23:13,1,,1,733,0,733,2.3,42
1022428,12/8/15 7:14,12/11/15 23:22,1,,1,409,0,409,1.3,15
805644,10/6/15 15:04,10/10/15 20:14,1,,NA,115,0,0,0.5,22
429424,7/2/15 8:05,7/7/15 6:54,1,,NA,324,0,0,1.3,22
1102870,12/5/15 10:33,12/9/15 1:26,1,1,1,122,122,122,3.9,29
1095561,12/18/15 13:53,12/19/15 9:57,1,,1,570,0,570,3,41
1099420,11/29/15 7:12,12/3/15 0:36,1,,1,104,0,104,2.8,71
450671,7/19/15 20:16,7/20/15 22:24,1,,NA,176,0,0,3.5,45
845423,11/3/15 6:11,11/7/15 21:03,1,,NA,105,0,0,3.3,50
232080,7/16/15 15:43,7/19/15 8:33,1,,NA,218,0,0,2.1,40
495485,7/27/15 13:59,7/30/15 1:21,1,,NA,343,0,0,0.4,35
132157,10/24/15 13:15,10/25/15 13:19,1,,NA,870,0,0,3.8,57
984500,12/14/15 14:53,12/18/15 0:33,1,,1,252,0,252,2.9,20
1311149,11/22/15 12:40,11/22/15 13:31,1,1,1,166,166,166,1.3,46
1065736,12/4/15 19:59,12/6/15 22:51,1,,1,501,0,501,4.3,53
549549,8/11/15 17:34,8/13/15 4:10,1,,NA,227,0,0,0.5,57
829858,11/6/15 14:03,11/6/15 14:37,1,,NA,333,0,0,3.7,34
903997,10/26/15 15:16,10/30/15 21:54,1,,NA,806,0,0,1.8,18
449172,7/21/15 14:47,7/25/15 18:19,1,,NA,865,0,0,2.6,33
156072,10/23/15 23:16,10/25/15 10:21,1,,NA,39,0,0,2.3,39
20643,9/13/15 17:20,9/14/15 23:49,1,,NA,214,0,0,1.9,49
242454,10/5/15 22:38,10/8/15 8:45,1,,NA,308,0,0,3.9,23
445883,7/23/15 13:18,7/27/15 0:47,1,,NA,573,0,0,0.9,18
738270,9/24/15 8:48,9/26/15 14:11,1,,NA,481,0,0,2.6,22
944754,11/3/15 22:18,11/6/15 12:24,1,,NA,753,0,0,0.1,38
1201209,8/28/15 6:01,8/30/15 6:00,1,,NA,373,0,0,2.6,41
355198,7/1/15 23:47,7/4/15 13:51,1,,NA,679,0,0,3.7,49
1190552,7/21/15 2:25,7/24/15 9:27,1,,NA,805,0,0,3.9,37
314556,7/25/15 21:40,7/26/15 7:15,1,,NA,616,0,0,2.1,47
683021,8/21/15 16:32,8/24/15 1:25,1,,NA,171,0,0,0.8,44
1124440,9/7/15 16:52,9/10/15 0:17,1,,NA,675,0,0,1.2,42
1270202,10/14/15 9:38,10/17/15 5:33,1,,NA,60,0,0,0.9,49
424040,7/4/15 17:30,7/9/15 5:50,1,,NA,92,0,0,1.2,53
1092575,12/22/15 17:28,12/23/15 3:58,1,1,1,625,625,625,2.3,21
498643,8/29/15 14:29,8/30/15 11:00,1,,NA,219,0,0,0.9,33
1054066,11/14/15 13:35,11/16/15 19:13,1,,1,224,0,224,3.8,20
845107,11/12/15 13:33,11/15/15 13:52,1,,NA,281,0,0,2.8,70
671504,8/31/15 3:46,9/3/15 9:08,1,,NA,9,0,0,2.5,29
260284,10/1/15 7:46,10/2/15 17:48,1,,NA,656,0,0,1.4,31
1293049,9/29/15 10:45,10/2/15 22:58,1,,NA,456,0,0,2.1,43
1113041,11/13/15 14:30,11/18/15 4:29,1,,1,369,0,369,3.6,32
987185,11/30/15 8:48,12/3/15 20:39,1,,1,202,0,202,0.5,20
499836,8/30/15 15:26,8/31/15 9:59,1,,NA,587,0,0,0.9,43
499832,9/2/15 10:58,9/5/15 9:26,1,,NA,407,0,0,-0.1,16
1340351,7/31/15 7:35,8/4/15 14:44,1,,NA,73,0,0,0.1,47
750677,9/11/15 9:33,9/13/15 4:59,1,,NA,551,0,0,0.2,34
267065,6/23/15 3:39,6/26/15 1:48,1,,NA,376,0,0,2.7,48
600066,8/6/15 18:42,8/7/15 6:14,1,,NA,7,0,0,2.3,18
956224,10/30/15 20:39,11/4/15 11:06,1,,1,63,0,63,1,35
533967,8/18/15 4:15,8/22/15 7:26,1,,NA,196,0,0,1.6,18
647200,10/6/15 9:24,10/11/15 5:25,1,,NA,145,0,0,3.2,43
1095183,12/19/15 0:44,12/21/15 8:13,1,,1,455,0,455,3.2,65
1031022,12/3/15 18:03,12/5/15 8:42,1,,1,747,0,747,2,40
1058360,11/29/15 11:59,12/1/15 16:38,1,,1,458,0,458,3.7,32
301356,7/20/15 22:54,7/23/15 5:48,1,,NA,142,0,0,3.3,32
697177,9/26/15 12:32,9/28/15 3:22,1,,NA,201,0,0,1.9,40
495051,7/28/15 0:45,8/1/15 18:56,1,,NA,613,0,0,1.7,19
679375,9/12/15 20:44,9/15/15 19:15,1,,NA,89,0,0,3.7,25
1039770,11/14/15 12:07,11/15/15 13:06,1,,1,540,0,540,3.7,55
986037,11/12/15 15:46,11/15/15 13:53,1,,1,497,0,497,0.1,37
589276,9/2/15 11:40,9/5/15 14:23,1,,NA,363,0,0,3.3,54
